r,l,t
156.20034035315933,155,0.30059123039245605
84.80467593071309,104,0.42157649993896484
99.23306757143399,121,0.5575463771820068
153.26060327208356,254,0.8214142322540283
-29.06220857849723,87,0.906996488571167
-34.51830032970608,84,0.9964821338653564
103.67574285767684,128,1.1446385383605957
120.36549900985865,235,1.3812882900238037
27.606101172736192,38,1.4216012954711914
28.675705144144278,39,1.4609441757202148
27.93673597177299,38,1.5030529499053955
27.45610587675831,38,1.5453803539276123
27.95128918653277,38,1.5841577053070068
28.424158327138098,38,1.6220142841339111
5.8409589759700555,22,1.6425714492797852
5.232664161960506,22,1.662017583847046
27.77557158612188,38,1.7080011367797852
27.23809818869495,37,1.7447395324707031
27.694322425532512,38,1.782865047454834
27.394674737388772,37,1.8190670013427734
27.400768483653916,38,1.8579294681549072
29.245407538282723,39,1.8990302085876465
0.18304677337152753,10,1.910463809967041
0.010810654678267362,10,1.9198732376098633
0.24986880912434806,10,1.9297008514404297
0.13730172149789543,10,1.938826560974121
0.04566417873835782,10,1.9485163688659668
-0.36371883073441935,10,1.957878828048706
-0.022257006044218125,10,1.9672892093658447
0.028932731391667077,10,1.9768187999725342
-0.4435916026442073,10,1.986281394958496
-0.039700449662442905,10,1.9952702522277832
0.2208828455878995,10,2.004936695098877
-1.0609616631994767,10,2.014723539352417
-1.2830230351388607,10,2.02461576461792
-1.15828759465042,10,2.034740924835205
-1.3678956739737245,10,2.0445590019226074
-0.005547320840008807,10,2.0540316104888916
0.36133978670411054,10,2.0634219646453857
0.36062219377147847,10,2.0741970539093018
0.17699011635664103,10,2.0850589275360107
0.23363453312372823,11,2.0965306758880615
0.1812219917274187,10,2.1123979091644287
0.13183204412449756,10,2.127523183822632
-1.2202083518170135,10,2.1388938426971436
0.3061833729074222,10,2.1496124267578125
0.051991156139084616,10,2.159236192703247
-2.1268067272403366,10,2.1689884662628174
-2.5049329938522242,10,2.1791791915893555
0.11997481905331292,10,2.188427209854126
0.11101900483096877,10,2.1978394985198975
0.3174469698434082,10,2.207784414291382
-0.009979870691044834,10,2.2169947624206543
0.13597039040876058,10,2.227630376815796
0.2608417601131558,10,2.239692211151123
-0.9681888111479895,10,2.2517144680023193
-1.2059793981599072,10,2.2631585597991943
0.04599838651259203,10,2.2746806144714355
0.057953191714579244,10,2.2843177318573
0.2424675102074058,10,2.293599843978882
0.028324835717782826,10,2.303264856338501
0.2370241953277898,10,2.312465190887451
0.19896929511683636,10,2.3222131729125977
