r,l,t
-5.06795092642094,1000,0.8011789321899414
-3.502365806894264,1000,1.5008141994476318
-4.0332061055875545,1000,2.201198101043701
-3.5178588658027587,1000,2.985262632369995
-1.206393110397096,1000,3.7523934841156006
-1.8871070740039535,1000,4.57645058631897
0.47518424707715573,1000,5.274641513824463
0.16730999092210808,1000,5.97875714302063
0.9419740778943384,1000,6.6617138385772705
0.4297326412013912,1000,7.329935550689697
0.7562386159660555,1000,7.96511435508728
0.29765556071073446,1000,8.630132675170898
-8.203197081296366,1000,9.28581714630127
-7.201201749644334,1000,9.965843200683594
-6.598999436088996,1000,10.723077774047852
-7.258629046131245,1000,11.462842226028442
-9.650289652064599,1000,12.117204904556274
-9.211590099313824,1000,12.738842964172363
-8.047565695348073,1000,13.373932361602783
-11.130902042674485,1000,14.013252973556519
-6.321812153788822,1000,14.721548080444336
-6.63991486532896,1000,15.502172946929932
-7.097683809932693,1000,16.22231101989746
-6.702639949084149,1000,16.895224571228027
-10.561591038771319,1000,17.585235118865967
-11.58901867271518,1000,18.27152681350708
-14.22858348811319,1000,18.926461458206177
-12.385510283549273,1000,19.600109338760376
-0.7161738365887836,1000,20.36933159828186
-0.6896284823031212,1000,21.0857572555542
0.3325635555782136,1000,21.800737619400024
-0.9162871931634394,1000,22.515960931777954
-0.12225284459128848,1000,23.245123624801636
-1.4737909509924847,1000,23.998996257781982
-2.174042149538974,1000,24.64006209373474
-1.5517970292050398,1000,25.31949019432068
-2.5594185850149325,1000,26.02245330810547
-3.8022757032053636,1000,26.709274530410767
-5.692752928880166,1000,27.438442707061768
-5.212167612621026,1000,28.14804768562317
-3.236064012128992,1000,28.837071418762207
-5.189585042593503,1000,29.554067611694336
-3.944738997487806,1000,30.213796377182007
-3.380516733067848,1000,30.96873116493225
41.72787419970949,1000,31.684818267822266
58.02130816756378,1000,32.36487865447998
79.74278978553383,1000,33.03146982192993
50.40843579056807,1000,33.727039098739624
-179.71608692564274,1000,34.42319941520691
-150.46175263779824,1000,35.067218542099
-171.3005685413232,1000,35.70896244049072
-172.39253199302428,1000,36.36114478111267
-1.9267963357993274,1000,37.05314540863037
-2.63316553464715,1000,37.70883750915527
-3.2890679401352085,1000,38.426053047180176
-0.745224972857877,1000,39.11192440986633
-16.41502136994176,1000,39.802616119384766
-17.44456766987936,1000,40.47574973106384
-16.922920407891286,1000,41.17589592933655
-17.164364149884562,1000,41.844786167144775
-3.835430797912137,1000,42.52522945404053
-4.060225304557274,1000,43.24798941612244
-0.7418848526099563,1000,43.92928338050842
-4.94598780692379,1000,44.6667377948761
-2.236396347169707,1000,45.376309633255005
-3.3682001292919117,1000,46.11166167259216
-3.9181039107630555,1000,46.840532064437866
-1.1944365536421055,1000,47.57490277290344
-0.3265689737612334,1000,48.32809925079346
-0.22125951574772015,1000,49.07466387748718
-2.013521249536149,1000,49.72354555130005
-1.0101402145005318,1000,50.37225127220154
-1.7388049511171357,1000,51.062488079071045
-2.851507448867892,1000,51.782774925231934
-5.22185413620502,1000,52.51495146751404
-4.750521428262553,1000,53.20193362236023
-19.600421261237813,1000,53.94103264808655
-21.74298100879207,1000,54.67647671699524
-21.689913344961163,1000,55.3909432888031
-21.546220023730267,1000,56.11115789413452
127.20039197503945,1000,56.793028354644775
87.77003984926749,1000,57.47494316101074
124.59026300020386,1000,58.17110896110535
1.5223288077911394,1000,58.8558669090271
-1.2558645456166413,1000,59.49730896949768
-1.8307336830555119,1000,60.17759966850281
-1.6941067913865968,1000,60.91197896003723
-3.1289265917678963,1000,61.63360333442688
0.6354565776310693,1000,62.308544635772705
-1.1226776627051516,1000,62.95851469039917
0.12095144020055686,1000,63.63506865501404
-0.8991758876053824,1000,64.45528388023376
-1.603123261303133,1000,65.16942811012268
-2.1329292767439663,1000,65.89657306671143
-1.7518057983099837,1000,66.64065599441528
-2.8666911748488464,1000,67.37053489685059
-63.432353312436305,1000,68.07786631584167
-62.60934109355827,1000,68.78639769554138
-61.15371605083611,1000,69.52247643470764
-65.10324450866517,1000,70.22907543182373
-16.68894947551915,1000,70.96991872787476
-16.8065360962216,1000,71.76124167442322
-15.061532897576,1000,72.47791171073914
-17.169208880299134,1000,73.19008374214172
-3.059973057484372,1000,73.88474416732788
-2.734592127483521,1000,74.57736253738403
-3.3350588704333006,1000,75.26109290122986
-2.572933724615166,1000,75.96067404747009
-12.707617316283518,1000,76.67427849769592
-13.069853523997155,1000,77.36926412582397
-16.063186970833264,1000,78.06332635879517
-14.267991814214893,1000,78.75809907913208
0.9370872340942886,1000,79.42988133430481
0.6495758993663974,1000,80.11663436889648
-0.7418114089584954,1000,80.84028434753418
0.15314333884954065,1000,81.54658818244934
-1.1836198667521542,1000,82.27287721633911
-0.6923471875992699,1000,82.96353244781494
-0.518165762327243,1000,83.60902333259583
-1.7531847081530612,1000,84.27747750282288
2.7623083446890044,1000,84.93698692321777
0.11681437165661436,1000,85.59597444534302
0.005615501855348409,1000,86.26388454437256
-0.7443087473937245,1000,86.93931317329407
-13.19357223099542,1000,87.6889169216156
-13.809092355439297,1000,88.39127612113953
-12.370829288443431,1000,89.09426999092102
-12.894673198281332,1000,89.79063105583191
-1.9945225957893373,1000,90.47706580162048
-0.8626954485014197,1000,91.18154001235962
-0.6638370646151346,1000,91.8320484161377
-0.42396528425209906,1000,92.52107191085815
88.6756012277397,1000,93.34420132637024
-31.820103082212853,1000,93.99386048316956
-32.05428047664429,1000,94.71439290046692
101.90942099687152,1000,95.35711431503296
-11.553297442415317,1000,96.07355523109436
-10.079747976504619,1000,96.78711247444153
-9.331772241665817,1000,97.47824573516846
-10.447576620593445,1000,98.19740128517151
-13.327428459635048,1000,98.895827293396
-12.692718108447874,1000,99.59930443763733
-12.706428546042222,1000,100.29471206665039
-13.289259059954292,1000,101.0448260307312
-0.7890599040862667,1000,101.75809288024902
-0.2867406156750366,1000,102.52567028999329
-0.25330561545232566,1000,103.2866461277008
-0.43773450332617386,1000,104.1134147644043
-2.505826901334136,1000,104.85837244987488
-1.5671960435275836,1000,105.60387969017029
-1.1003327855146963,1000,106.26685428619385
-1.386031839719942,1000,106.94237184524536
-2.6089188244674686,1000,107.69912815093994
-4.027449476059831,1000,108.36451697349548
-4.5093946370380165,1000,109.09209489822388
-4.891772635815177,1000,109.7715756893158
-69.01163077868868,1000,110.43648195266724
-69.66901304190472,1000,111.12609934806824
-60.60914086791496,1000,111.8394763469696
-69.59454441145701,1000,112.4851884841919
8.60417397891673,1000,113.23743987083435
-38.8452021363884,1000,113.96659207344055
-37.39570990193146,1000,114.62444734573364
-33.13851816111265,1000,115.27319407463074
